utc_timestamp,IT_load_new,IT_solar_generation
2016-03-26T17:00:00Z,29851,178
2016-03-26T18:00:00Z,33573,29
2016-03-26T19:00:00Z,31555,29
2016-03-26T20:00:00Z,28679,29
2016-03-26T21:00:00Z,26213,29
2016-03-26T22:00:00Z,23708,29
2016-03-26T23:00:00Z,22006,0
2016-03-27T00:00:00Z,20045,0
2016-03-27T01:00:00Z,19607,0
2016-03-27T02:00:00Z,18346,0
2016-03-27T03:00:00Z,18248,0
2016-03-27T04:00:00Z,18470,2
2016-03-27T05:00:00Z,18937,463
2016-03-27T06:00:00Z,20442,2294
2016-03-27T07:00:00Z,21740,4626
2016-03-27T08:00:00Z,22730,6238
2016-03-27T09:00:00Z,23095,7613
2016-03-27T10:00:00Z,22139,8074
2016-03-27T11:00:00Z,19975,8548
2016-03-27T12:00:00Z,19016,8197
2016-03-27T13:00:00Z,19055,7107
2016-03-27T14:00:00Z,19411,5304
2016-03-27T15:00:00Z,20335,3109
2016-03-27T16:00:00Z,21546,743
2016-03-27T17:00:00Z,24813,29
2016-03-27T18:00:00Z,27377,29
2016-03-27T19:00:00Z,26600,29
2016-03-27T20:00:00Z,25015,29
2016-03-27T21:00:00Z,23125,29
2016-03-27T22:00:00Z,20520,0
2016-03-27T23:00:00Z,18596,0
2016-03-28T00:00:00Z,16716,0
2016-03-28T01:00:00Z,17457,0
2016-03-28T02:00:00Z,17321,0
2016-03-28T03:00:00Z,17845,0
2016-03-28T04:00:00Z,18711,0
2016-03-28T05:00:00Z,18593,154
2016-03-28T06:00:00Z,20649,919
2016-03-28T07:00:00Z,22457,2041
2016-03-28T08:00:00Z,22912,3045
2016-03-28T09:00:00Z,23569,4429
2016-03-28T10:00:00Z,22955,4872
2016-03-28T11:00:00Z,21256,4603
2016-03-28T12:00:00Z,21213,5282
2016-03-28T13:00:00Z,20348,4268
2016-03-28T14:00:00Z,20150,3121
2016-03-28T15:00:00Z,21131,2128
2016-03-28T16:00:00Z,22908,1003
2016-03-28T17:00:00Z,25925,133
2016-03-28T18:00:00Z,28853,29
2016-03-28T19:00:00Z,27829,29
2016-03-28T20:00:00Z,25649,29
2016-03-28T21:00:00Z,23420,29
2016-03-28T22:00:00Z,21300,0
2016-03-28T23:00:00Z,19544,0
2016-03-29T00:00:00Z,18740,0
2016-03-29T01:00:00Z,18537,0
2016-03-29T02:00:00Z,19161,0
2016-03-29T03:00:00Z,21224,0
2016-03-29T04:00:00Z,26521,1
2016-03-29T05:00:00Z,30999,365
2016-03-29T06:00:00Z,35910,2023
2016-03-29T07:00:00Z,37979,4493
2016-03-29T08:00:00Z,37637,6538
2016-03-29T09:00:00Z,36690,7597
2016-03-29T10:00:00Z,33761,7541
2016-03-29T11:00:00Z,33926,7933
2016-03-29T12:00:00Z,34641,7518
2016-03-29T13:00:00Z,35329,6824
2016-03-29T14:00:00Z,35329,5310
2016-03-29T15:00:00Z,34924,3424
2016-03-29T16:00:00Z,35342,1513
2016-03-29T17:00:00Z,37475,193
2016-03-29T18:00:00Z,38798,29
2016-03-29T19:00:00Z,35900,29
2016-03-29T20:00:00Z,31936,29
2016-03-29T21:00:00Z,28714,29
2016-03-29T22:00:00Z,25452,0
2016-03-29T23:00:00Z,23665,0
2016-03-30T00:00:00Z,22856,0
2016-03-30T01:00:00Z,22588,0
2016-03-30T02:00:00Z,22932,0
2016-03-30T03:00:00Z,24659,0
2016-03-30T04:00:00Z,29421,1
2016-03-30T05:00:00Z,34323,410
2016-03-30T06:00:00Z,39242,2386
2016-03-30T07:00:00Z,40176,4668
2016-03-30T08:00:00Z,39945,6392
2016-03-30T09:00:00Z,38951,7084
2016-03-30T10:00:00Z,36153,7479
2016-03-30T11:00:00Z,36066,7455
2016-03-30T12:00:00Z,37096,7223
2016-03-30T13:00:00Z,38013,6564
2016-03-30T14:00:00Z,38371,5056
2016-03-30T15:00:00Z,37415,3053
2016-03-30T16:00:00Z,37167,1040
2016-03-30T17:00:00Z,38694,57
2016-03-30T18:00:00Z,39830,0
2016-03-30T19:00:00Z,36766,0
2016-03-30T20:00:00Z,32588,0
2016-03-30T21:00:00Z,29225,0
2016-03-30T22:00:00Z,26204,0
2016-03-30T23:00:00Z,24524,0
2016-03-31T00:00:00Z,23623,0
2016-03-31T01:00:00Z,23319,0
2016-03-31T02:00:00Z,23501,0
2016-03-31T03:00:00Z,25214,0
2016-03-31T04:00:00Z,29555,1
2016-03-31T05:00:00Z,34827,418
2016-03-31T06:00:00Z,39329,2118
2016-03-31T07:00:00Z,40088,4040
2016-03-31T08:00:00Z,39601,6155
2016-03-31T09:00:00Z,39215,7310
2016-03-31T10:00:00Z,36623,7242
2016-03-31T11:00:00Z,36315,6915
2016-03-31T12:00:00Z,37972,6525
2016-03-31T13:00:00Z,38312,5696
2016-03-31T14:00:00Z,38263,4185
2016-03-31T15:00:00Z,37874,2429
2016-03-31T16:00:00Z,37528,749
2016-03-31T17:00:00Z,39155,46
2016-03-31T18:00:00Z,40018,0
2016-03-31T19:00:00Z,36629,0
2016-03-31T20:00:00Z,32693,0
2016-03-31T21:00:00Z,29614,0
2016-03-31T22:00:00Z,26545,0
2016-03-31T23:00:00Z,24769,0
2016-04-01T00:00:00Z,23833,0
2016-04-01T01:00:00Z,23441,0
2016-04-01T02:00:00Z,23729,0
2016-04-01T03:00:00Z,25379,0
2016-04-01T04:00:00Z,30083,0
2016-04-01T05:00:00Z,34922,266
2016-04-01T06:00:00Z,39609,1338
2016-04-01T07:00:00Z,41400,2818
2016-04-01T08:00:00Z,41517,4124
2016-04-01T09:00:00Z,40925,5025
2016-04-01T10:00:00Z,37908,5264
2016-04-01T11:00:00Z,37039,5304
2016-04-01T12:00:00Z,38835,6265
2016-04-01T13:00:00Z,38731,5690
2016-04-01T14:00:00Z,38562,4509
2016-04-01T15:00:00Z,37502,3029
2016-04-01T16:00:00Z,36629,1391
2016-04-01T17:00:00Z,38148,198
2016-04-01T18:00:00Z,39085,32
2016-04-01T19:00:00Z,35903,32
2016-04-01T20:00:00Z,32116,32
2016-04-01T21:00:00Z,29023,32
2016-04-01T22:00:00Z,26402,180
2016-04-01T23:00:00Z,24549,180
2016-04-02T00:00:00Z,23396,180
2016-04-02T01:00:00Z,23004,180
2016-04-02T02:00:00Z,22949,180
2016-04-02T03:00:00Z,23409,180
2016-04-02T04:00:00Z,25332,157
2016-04-02T05:00:00Z,27604,208
2016-04-02T06:00:00Z,30801,1058
2016-04-02T07:00:00Z,32759,2347
2016-04-02T08:00:00Z,32859,3627
2016-04-02T09:00:00Z,31362,4166
2016-04-02T10:00:00Z,29566,4844
2016-04-02T11:00:00Z,27792,5219
2016-04-02T12:00:00Z,27527,5621
2016-04-02T13:00:00Z,27855,5554
2016-04-02T14:00:00Z,28042,4726
2016-04-02T15:00:00Z,28479,2915
2016-04-02T16:00:00Z,29275,1376
2016-04-02T17:00:00Z,31570,206
2016-04-02T18:00:00Z,32877,29
2016-04-02T19:00:00Z,30331,29
2016-04-02T20:00:00Z,27953,29
2016-04-02T21:00:00Z,25920,29
2016-04-02T22:00:00Z,23354,0
2016-04-02T23:00:00Z,21481,0
2016-04-03T00:00:00Z,20382,0
2016-04-03T01:00:00Z,20035,0
2016-04-03T02:00:00Z,19866,0
2016-04-03T03:00:00Z,20165,0
2016-04-03T04:00:00Z,20854,1
2016-04-03T05:00:00Z,21011,401
2016-04-03T06:00:00Z,23107,1921
2016-04-03T07:00:00Z,24963,3751
2016-04-03T08:00:00Z,25900,5464
2016-04-03T09:00:00Z,25326,6102
2016-04-03T10:00:00Z,24882,6668
2016-04-03T11:00:00Z,23520,7157
2016-04-03T12:00:00Z,23849,7875
2016-04-03T13:00:00Z,23672,7120
2016-04-03T14:00:00Z,23360,5600
2016-04-03T15:00:00Z,23618,3603
2016-04-03T16:00:00Z,24934,1535
2016-04-03T17:00:00Z,27957,227
2016-04-03T18:00:00Z,30854,29
2016-04-03T19:00:00Z,29620,29
2016-04-03T20:00:00Z,27396,29
2016-04-03T21:00:00Z,24462,29
2016-04-03T22:00:00Z,22035,0
2016-04-03T23:00:00Z,20460,0
2016-04-04T00:00:00Z,19665,0
2016-04-04T01:00:00Z,19631,0
2016-04-04T02:00:00Z,20113,0
2016-04-04T03:00:00Z,22195,0
2016-04-04T04:00:00Z,27587,2
2016-04-04T05:00:00Z,32945,427
2016-04-04T06:00:00Z,37333,1884
2016-04-04T07:00:00Z,38154,3622
2016-04-04T08:00:00Z,38153,5439
2016-04-04T09:00:00Z,37343,6397
2016-04-04T10:00:00Z,34855,7198
2016-04-04T11:00:00Z,34513,7237
2016-04-04T12:00:00Z,36310,7830
2016-04-04T13:00:00Z,36547,6970
2016-04-04T14:00:00Z,36500,5375
2016-04-04T15:00:00Z,36031,3524
2016-04-04T16:00:00Z,35479,1603
2016-04-04T17:00:00Z,36645,229
2016-04-04T18:00:00Z,38475,29
2016-04-04T19:00:00Z,35587,29
2016-04-04T20:00:00Z,31591,29
2016-04-04T21:00:00Z,28578,29
2016-04-04T22:00:00Z,25956,0
2016-04-04T23:00:00Z,24207,0
2016-04-05T00:00:00Z,23202,0
2016-04-05T01:00:00Z,22999,0
2016-04-05T02:00:00Z,23232,0
2016-04-05T03:00:00Z,24884,0
2016-04-05T04:00:00Z,29067,5
2016-04-05T05:00:00Z,33969,486
2016-04-05T06:00:00Z,38443,1931
2016-04-05T07:00:00Z,39234,3532
2016-04-05T08:00:00Z,38723,5115
2016-04-05T09:00:00Z,37836,6088
2016-04-05T10:00:00Z,35410,7233
2016-04-05T11:00:00Z,35610,8129
2016-04-05T12:00:00Z,36366,7775
2016-04-05T13:00:00Z,36557,6757
2016-04-05T14:00:00Z,36213,5203
2016-04-05T15:00:00Z,35886,3436
2016-04-05T16:00:00Z,35510,1550
2016-04-05T17:00:00Z,36971,244
2016-04-05T18:00:00Z,38813,29
2016-04-05T19:00:00Z,35938,29
2016-04-05T20:00:00Z,32109,29
2016-04-05T21:00:00Z,29174,29
2016-04-05T22:00:00Z,26020,0
2016-04-05T23:00:00Z,24279,0
2016-04-06T00:00:00Z,23529,0
2016-04-06T01:00:00Z,23227,0
2016-04-06T02:00:00Z,23523,0
2016-04-06T03:00:00Z,25100,0
2016-04-06T04:00:00Z,29454,0
2016-04-06T05:00:00Z,34118,483
2016-04-06T06:00:00Z,38301,2186
2016-04-06T07:00:00Z,38932,4124
2016-04-06T08:00:00Z,38512,5742
2016-04-06T09:00:00Z,37662,7080
2016-04-06T10:00:00Z,35139,8083
2016-04-06T11:00:00Z,34887,8387
2016-04-06T12:00:00Z,36071,8150
2016-04-06T13:00:00Z,36820,7352
2016-04-06T14:00:00Z,36677,5688
2016-04-06T15:00:00Z,35721,3500
2016-04-06T16:00:00Z,35922,1592
2016-04-06T17:00:00Z,37082,273
2016-04-06T18:00:00Z,38880,29
2016-04-06T19:00:00Z,36117,29
2016-04-06T20:00:00Z,32391,29
2016-04-06T21:00:00Z,29734,29
2016-04-06T22:00:00Z,26413,0
2016-04-06T23:00:00Z,24696,0
2016-04-07T00:00:00Z,23771,0
2016-04-07T01:00:00Z,23474,0
2016-04-07T02:00:00Z,23730,0
2016-04-07T03:00:00Z,25227,0
2016-04-07T04:00:00Z,29434,3
2016-04-07T05:00:00Z,34387,442
2016-04-07T06:00:00Z,38485,1707
2016-04-07T07:00:00Z,39562,3385
2016-04-07T08:00:00Z,39385,4907
2016-04-07T09:00:00Z,38330,5462
2016-04-07T10:00:00Z,35356,5921
2016-04-07T11:00:00Z,35134,6116
2016-04-07T12:00:00Z,36600,6434
2016-04-07T13:00:00Z,37163,5481
2016-04-07T14:00:00Z,37359,4050
2016-04-07T15:00:00Z,36609,2551
2016-04-07T16:00:00Z,36130,1281
2016-04-07T17:00:00Z,37059,299
2016-04-07T18:00:00Z,38489,57
2016-04-07T19:00:00Z,35633,48
2016-04-07T20:00:00Z,31965,48
2016-04-07T21:00:00Z,29362,48
2016-04-07T22:00:00Z,26367,0
2016-04-07T23:00:00Z,24586,0
2016-04-08T00:00:00Z,23837,0
2016-04-08T01:00:00Z,23635,0
2016-04-08T02:00:00Z,23815,0
2016-04-08T03:00:00Z,25109,0
2016-04-08T04:00:00Z,29372,0
2016-04-08T05:00:00Z,34133,248
2016-04-08T06:00:00Z,38833,1061
2016-04-08T07:00:00Z,40189,1908
2016-04-08T08:00:00Z,40026,2770
2016-04-08T09:00:00Z,39731,3491
2016-04-08T10:00:00Z,37073,3906
2016-04-08T11:00:00Z,36006,3877
2016-04-08T12:00:00Z,37438,4529
2016-04-08T13:00:00Z,37606,3807
2016-04-08T14:00:00Z,37954,3239
2016-04-08T15:00:00Z,36940,2237
2016-04-08T16:00:00Z,36041,1004
2016-04-08T17:00:00Z,37350,228
2016-04-08T18:00:00Z,38245,57
2016-04-08T19:00:00Z,35540,48
2016-04-08T20:00:00Z,32024,47
2016-04-08T21:00:00Z,29374,47
2016-04-08T22:00:00Z,26735,0
2016-04-08T23:00:00Z,24926,0
2016-04-09T00:00:00Z,23725,0
2016-04-09T01:00:00Z,23210,0
2016-04-09T02:00:00Z,23089,0
2016-04-09T03:00:00Z,23610,0
2016-04-09T04:00:00Z,25237,2
2016-04-09T05:00:00Z,27596,426
2016-04-09T06:00:00Z,30825,1829
2016-04-09T07:00:00Z,31888,3408
2016-04-09T08:00:00Z,31403,4878
2016-04-09T09:00:00Z,30705,6058
2016-04-09T10:00:00Z,28997,6557
2016-04-09T11:00:00Z,27490,6371
2016-04-09T12:00:00Z,27725,7085
2016-04-09T13:00:00Z,27237,5524
2016-04-09T14:00:00Z,26830,3906
2016-04-09T15:00:00Z,27544,2738
2016-04-09T16:00:00Z,28954,1366
2016-04-09T17:00:00Z,30944,281
2016-04-09T18:00:00Z,32483,53
2016-04-09T19:00:00Z,29879,47
2016-04-09T20:00:00Z,27685,48
2016-04-09T21:00:00Z,25335,48
2016-04-09T22:00:00Z,23324,0
2016-04-09T23:00:00Z,21351,0
2016-04-10T00:00:00Z,20272,0
2016-04-10T01:00:00Z,19859,0
2016-04-10T02:00:00Z,19645,0
2016-04-10T03:00:00Z,20094,0
2016-04-10T04:00:00Z,20420,2
2016-04-10T05:00:00Z,20859,460
2016-04-10T06:00:00Z,22919,2034
2016-04-10T07:00:00Z,24593,4145
2016-04-10T08:00:00Z,24743,5653
2016-04-10T09:00:00Z,24886,7042
2016-04-10T10:00:00Z,24744,7913
2016-04-10T11:00:00Z,23278,8266
2016-04-10T12:00:00Z,22377,7953
2016-04-10T13:00:00Z,21940,7031
2016-04-10T14:00:00Z,21673,5868
2016-04-10T15:00:00Z,22412,4023
2016-04-10T16:00:00Z,24173,1948
2016-04-10T17:00:00Z,26546,406
2016-04-10T18:00:00Z,29771,57
2016-04-10T19:00:00Z,28577,47
2016-04-10T20:00:00Z,26394,47
2016-04-10T21:00:00Z,23670,47
2016-04-10T22:00:00Z,22219,0
2016-04-10T23:00:00Z,20702,0
2016-04-11T00:00:00Z,20033,0
2016-04-11T01:00:00Z,19997,0
2016-04-11T02:00:00Z,20506,0
2016-04-11T03:00:00Z,22683,0
2016-04-11T04:00:00Z,27340,13
2016-04-11T05:00:00Z,32195,834
2016-04-11T06:00:00Z,36496,3187
2016-04-11T07:00:00Z,37495,5687
2016-04-11T08:00:00Z,36918,7645
2016-04-11T09:00:00Z,36186,8655
2016-04-11T10:00:00Z,34100,9495
2016-04-11T11:00:00Z,33905,9574
2016-04-11T12:00:00Z,34596,9046
2016-04-11T13:00:00Z,35191,8363
2016-04-11T14:00:00Z,34953,6708
2016-04-11T15:00:00Z,34509,4442
2016-04-11T16:00:00Z,34294,2080
2016-04-11T17:00:00Z,35661,416
2016-04-11T18:00:00Z,37956,58
2016-04-11T19:00:00Z,35410,55
2016-04-11T20:00:00Z,31665,60
2016-04-11T21:00:00Z,28627,55
2016-04-11T22:00:00Z,26187,0
2016-04-11T23:00:00Z,24422,0
2016-04-12T00:00:00Z,23469,0
2016-04-12T01:00:00Z,23186,0
2016-04-12T02:00:00Z,23508,0
2016-04-12T03:00:00Z,25147,0
2016-04-12T04:00:00Z,29135,16
2016-04-12T05:00:00Z,33711,775
2016-04-12T06:00:00Z,37665,2977
2016-04-12T07:00:00Z,39061,5540
2016-04-12T08:00:00Z,38722,7371
2016-04-12T09:00:00Z,37626,8098
2016-04-12T10:00:00Z,34795,8679
2016-04-12T11:00:00Z,34449,8771
2016-04-12T12:00:00Z,35655,8410
2016-04-12T13:00:00Z,36459,7599
2016-04-12T14:00:00Z,36211,5870
2016-04-12T15:00:00Z,36153,3849
2016-04-12T16:00:00Z,35957,1835
2016-04-12T17:00:00Z,37152,371
2016-04-12T18:00:00Z,38997,30
2016-04-12T19:00:00Z,36418,29
2016-04-12T20:00:00Z,32842,29
2016-04-12T21:00:00Z,29056,31
2016-04-12T22:00:00Z,25727,0
2016-04-12T23:00:00Z,24024,0
2016-04-13T00:00:00Z,23221,0
2016-04-13T01:00:00Z,23044,0
2016-04-13T02:00:00Z,23342,0
2016-04-13T03:00:00Z,25234,0
2016-04-13T04:00:00Z,29030,32
2016-04-13T05:00:00Z,33941,604
2016-04-13T06:00:00Z,37507,1924
2016-04-13T07:00:00Z,38538,3466
2016-04-13T08:00:00Z,38296,5343
2016-04-13T09:00:00Z,37389,6343
2016-04-13T10:00:00Z,34898,7161
2016-04-13T11:00:00Z,34308,6838
2016-04-13T12:00:00Z,35376,6781
2016-04-13T13:00:00Z,36139,5943
2016-04-13T14:00:00Z,36210,4576
2016-04-13T15:00:00Z,35492,3004
2016-04-13T16:00:00Z,35684,1583
2016-04-13T17:00:00Z,36917,355
2016-04-13T18:00:00Z,38470,34
2016-04-13T19:00:00Z,35885,32
2016-04-13T20:00:00Z,32281,36
2016-04-13T21:00:00Z,29394,43
2016-04-13T22:00:00Z,26259,0
2016-04-13T23:00:00Z,24529,0
2016-04-14T00:00:00Z,23810,0
2016-04-14T01:00:00Z,23492,0
2016-04-14T02:00:00Z,23602,0
2016-04-14T03:00:00Z,25168,0
2016-04-14T04:00:00Z,29056,9
2016-04-14T05:00:00Z,33673,706
2016-04-14T06:00:00Z,37984,2923
2016-04-14T07:00:00Z,38338,5251
2016-04-14T08:00:00Z,38043,7520
2016-04-14T09:00:00Z,37051,8505
2016-04-14T10:00:00Z,34534,8834
2016-04-14T11:00:00Z,34279,9137
2016-04-14T12:00:00Z,35016,8641
2016-04-14T13:00:00Z,35439,7892
2016-04-14T14:00:00Z,35626,6280
2016-04-14T15:00:00Z,34787,4115
2016-04-14T16:00:00Z,34437,1866
2016-04-14T17:00:00Z,35781,411
2016-04-14T18:00:00Z,38230,64
2016-04-14T19:00:00Z,35957,52
2016-04-14T20:00:00Z,32254,58
2016-04-14T21:00:00Z,29459,54
2016-04-14T22:00:00Z,26438,0
2016-04-14T23:00:00Z,24789,0
2016-04-15T00:00:00Z,23776,0
2016-04-15T01:00:00Z,23454,0
2016-04-15T02:00:00Z,23677,0
2016-04-15T03:00:00Z,25170,0
2016-04-15T04:00:00Z,28720,24
2016-04-15T05:00:00Z,33296,1028
2016-04-15T06:00:00Z,37073,3483
2016-04-15T07:00:00Z,37766,5831
2016-04-15T08:00:00Z,37473,7803
2016-04-15T09:00:00Z,36672,8493
2016-04-15T10:00:00Z,34397,8819
2016-04-15T11:00:00Z,33679,8562
2016-04-15T12:00:00Z,34780,8107
2016-04-15T13:00:00Z,35472,7376
2016-04-15T14:00:00Z,35115,5895
2016-04-15T15:00:00Z,34928,3900
2016-04-15T16:00:00Z,34746,1762
2016-04-15T17:00:00Z,36288,353
2016-04-15T18:00:00Z,37678,31
2016-04-15T19:00:00Z,35255,31
2016-04-15T20:00:00Z,31383,32
2016-04-15T21:00:00Z,28817,41
2016-04-15T22:00:00Z,26300,0
2016-04-15T23:00:00Z,24287,0
2016-04-16T00:00:00Z,23280,0
2016-04-16T01:00:00Z,22811,0
2016-04-16T02:00:00Z,22711,0
2016-04-16T03:00:00Z,23018,1587
2016-04-16T04:00:00Z,23827,38
2016-04-16T05:00:00Z,26262,1051
2016-04-16T06:00:00Z,29255,2002
2016-04-16T07:00:00Z,30636,3428
2016-04-16T08:00:00Z,30236,7729
2016-04-16T09:00:00Z,29328,8427
2016-04-16T10:00:00Z,27582,8772
2016-04-16T11:00:00Z,25910,8532
2016-04-16T12:00:00Z,25462,8091
2016-04-16T13:00:00Z,26401,7658
2016-04-16T14:00:00Z,26757,5773
2016-04-16T15:00:00Z,27721,3491
2016-04-16T16:00:00Z,28501,1273
2016-04-16T17:00:00Z,30070,132
2016-04-16T18:00:00Z,31959,0
2016-04-16T19:00:00Z,29984,0
2016-04-16T20:00:00Z,27668,0
2016-04-16T21:00:00Z,25631,0
2016-04-16T22:00:00Z,23730,0
2016-04-16T23:00:00Z,21943,0
2016-04-17T00:00:00Z,20941,0
2016-04-17T01:00:00Z,20460,0
2016-04-17T02:00:00Z,20228,0
2016-04-17T03:00:00Z,20612,0
2016-04-17T04:00:00Z,20698,34
2016-04-17T05:00:00Z,21473,854
2016-04-17T06:00:00Z,23608,2675
2016-04-17T07:00:00Z,25241,4366
2016-04-17T08:00:00Z,25745,5681
2016-04-17T09:00:00Z,25987,6847
2016-04-17T10:00:00Z,25955,7506
2016-04-17T11:00:00Z,24533,7703
2016-04-17T12:00:00Z,23119,7026
2016-04-17T13:00:00Z,22857,6194
2016-04-17T14:00:00Z,22618,4808
2016-04-17T15:00:00Z,23335,3055
2016-04-17T16:00:00Z,24351,1260
2016-04-17T17:00:00Z,26438,151
2016-04-17T18:00:00Z,29450,29
2016-04-17T19:00:00Z,28545,29
2016-04-17T20:00:00Z,26548,29
2016-04-17T21:00:00Z,24440,29
2016-04-17T22:00:00Z,21781,0
2016-04-17T23:00:00Z,20443,0
2016-04-18T00:00:00Z,19777,0
2016-04-18T01:00:00Z,19523,0
2016-04-18T02:00:00Z,20107,0
2016-04-18T03:00:00Z,22192,0
2016-04-18T04:00:00Z,26484,30
2016-04-18T05:00:00Z,31294,710
2016-04-18T06:00:00Z,35540,2050
2016-04-18T07:00:00Z,36545,3693
2016-04-18T08:00:00Z,35913,4806
2016-04-18T09:00:00Z,35790,5666
2016-04-18T10:00:00Z,33771,6665
2016-04-18T11:00:00Z,33893,7105
2016-04-18T12:00:00Z,35375,6992
2016-04-18T13:00:00Z,36218,6077
2016-04-18T14:00:00Z,36329,5038
2016-04-18T15:00:00Z,34782,3302
2016-04-18T16:00:00Z,34213,1338
2016-04-18T17:00:00Z,35513,181
2016-04-18T18:00:00Z,37506,29
2016-04-18T19:00:00Z,34956,29
2016-04-18T20:00:00Z,31273,30
2016-04-18T21:00:00Z,28686,36
2016-04-18T22:00:00Z,26042,0
2016-04-18T23:00:00Z,24492,0
2016-04-19T00:00:00Z,23751,0
2016-04-19T01:00:00Z,23515,0
2016-04-19T02:00:00Z,23811,0
2016-04-19T03:00:00Z,25360,0
2016-04-19T04:00:00Z,28855,40
2016-04-19T05:00:00Z,33923,882
2016-04-19T06:00:00Z,38032,2898
2016-04-19T07:00:00Z,38924,4828
2016-04-19T08:00:00Z,38271,6713
2016-04-19T09:00:00Z,37944,7997
2016-04-19T10:00:00Z,35775,8986
2016-04-19T11:00:00Z,35150,8478
2016-04-19T12:00:00Z,35850,8070
2016-04-19T13:00:00Z,36140,7664
2016-04-19T14:00:00Z,35498,6005
2016-04-19T15:00:00Z,34610,4041
2016-04-19T16:00:00Z,34476,1674
2016-04-19T17:00:00Z,35656,233
2016-04-19T18:00:00Z,37852,56
2016-04-19T19:00:00Z,35690,47
2016-04-19T20:00:00Z,31944,46
2016-04-19T21:00:00Z,28669,46
2016-04-19T22:00:00Z,26251,0
2016-04-19T23:00:00Z,24468,0
2016-04-20T00:00:00Z,23564,0
2016-04-20T01:00:00Z,23212,0
2016-04-20T02:00:00Z,23351,0
2016-04-20T03:00:00Z,24767,0
2016-04-20T04:00:00Z,27774,43
2016-04-20T05:00:00Z,32557,1149
2016-04-20T06:00:00Z,36742,3694
2016-04-20T07:00:00Z,37339,6201
2016-04-20T08:00:00Z,36869,8304
2016-04-20T09:00:00Z,36138,9272
2016-04-20T10:00:00Z,33769,9667
2016-04-20T11:00:00Z,33567,9720
2016-04-20T12:00:00Z,34062,8849
2016-04-20T13:00:00Z,34770,8154
2016-04-20T14:00:00Z,34641,6486
2016-04-20T15:00:00Z,33727,4241
2016-04-20T16:00:00Z,33215,1655
2016-04-20T17:00:00Z,34420,205
2016-04-20T18:00:00Z,37000,32
2016-04-20T19:00:00Z,34874,31
2016-04-20T20:00:00Z,31658,33
2016-04-20T21:00:00Z,28865,33
2016-04-20T22:00:00Z,26030,0
2016-04-20T23:00:00Z,24112,0
2016-04-21T00:00:00Z,22792,0
2016-04-21T01:00:00Z,22538,0
2016-04-21T02:00:00Z,22747,0
2016-04-21T03:00:00Z,24635,0
2016-04-21T04:00:00Z,28794,70
2016-04-21T05:00:00Z,33770,1132
2016-04-21T06:00:00Z,37638,3526
2016-04-21T07:00:00Z,38661,6024
2016-04-21T08:00:00Z,38101,7663
2016-04-21T09:00:00Z,37189,8226
2016-04-21T10:00:00Z,35018,8485
2016-04-21T11:00:00Z,34632,8330
2016-04-21T12:00:00Z,35741,8126
2016-04-21T13:00:00Z,36850,7284
2016-04-21T14:00:00Z,37185,5665
2016-04-21T15:00:00Z,35886,3387
2016-04-21T16:00:00Z,35384,1401
2016-04-21T17:00:00Z,36043,188
2016-04-21T18:00:00Z,38026,30
2016-04-21T19:00:00Z,36020,32
2016-04-21T20:00:00Z,32474,34
2016-04-21T21:00:00Z,29725,32
2016-04-21T22:00:00Z,26575,0
2016-04-21T23:00:00Z,24874,0
2016-04-22T00:00:00Z,24144,0
2016-04-22T01:00:00Z,23751,0
2016-04-22T02:00:00Z,23954,0
2016-04-22T03:00:00Z,25133,0
2016-04-22T04:00:00Z,28150,52
2016-04-22T05:00:00Z,33057,975
2016-04-22T06:00:00Z,36998,2894
2016-04-22T07:00:00Z,38020,4874
2016-04-22T08:00:00Z,37398,6126
2016-04-22T09:00:00Z,36398,6691
2016-04-22T10:00:00Z,34100,7263
2016-04-22T11:00:00Z,33818,7388
2016-04-22T12:00:00Z,35100,6812
2016-04-22T13:00:00Z,35924,5820
2016-04-22T14:00:00Z,36198,4571
2016-04-22T15:00:00Z,35345,2819
2016-04-22T16:00:00Z,35049,1235
2016-04-22T17:00:00Z,36121,201
2016-04-22T18:00:00Z,37535,52
2016-04-22T19:00:00Z,35433,50
2016-04-22T20:00:00Z,31840,59
2016-04-22T21:00:00Z,29129,59
2016-04-22T22:00:00Z,26369,0
2016-04-22T23:00:00Z,24420,5758
2016-04-23T00:00:00Z,23367,0
2016-04-23T01:00:00Z,22940,0
2016-04-23T02:00:00Z,22727,0
2016-04-23T03:00:00Z,22841,0
2016-04-23T04:00:00Z,23641,49
2016-04-23T05:00:00Z,26150,702
2016-04-23T06:00:00Z,29180,2050
2016-04-23T07:00:00Z,31038,3554
2016-04-23T08:00:00Z,30886,4520
2016-04-23T09:00:00Z,30299,5213
2016-04-23T10:00:00Z,28568,5758
2016-04-23T11:00:00Z,26987,5569
2016-04-23T12:00:00Z,26277,5375
2016-04-23T13:00:00Z,26374,5147
2016-04-23T14:00:00Z,26365,3476
2016-04-23T15:00:00Z,27094,2089
2016-04-23T16:00:00Z,28125,960
2016-04-23T17:00:00Z,29667,32
2016-04-23T18:00:00Z,31107,0
2016-04-23T19:00:00Z,29427,0
2016-04-23T20:00:00Z,27328,0
2016-04-23T21:00:00Z,25010,0
2016-04-23T22:00:00Z,23389,0
2016-04-23T23:00:00Z,21451,0
2016-04-24T00:00:00Z,20377,0
2016-04-24T01:00:00Z,19798,0
2016-04-24T02:00:00Z,19653,0
2016-04-24T03:00:00Z,19991,0
